file_name,label
graph2677.png,1
graph2963.png,0
graph3561.png,1
graph2014.png,1
graph170.png,1
graph15.png,1
graph1189.png,0
graph1021.png,0
graph1750.png,0
graph386.png,1
graph2683.png,1
graph3570.png,1
graph844.png,0
graph387.png,1
graph1541.png,0
graph1037.png,0
graph1803.png,0
graph16.png,1
graph2020.png,1
graph554.png,1
graph797.png,0
graph2016.png,1
graph3894.png,1
graph3587.png,0
graph3895.png,1
graph1040.png,0
graph3569.png,1
graph3555.png,1
graph2675.png,1
graph3565.png,1
graph208.png,0
graph3173.png,0
graph2021.png,1
graph2492.png,0
graph3553.png,1
graph390.png,1
graph3904.png,1
graph2680.png,1
graph878.png,0
graph2324.png,0
graph3558.png,1
graph66.png,0
graph2008.png,0
graph14.png,1
graph3564.png,1
graph13.png,1
graph557.png,1
graph2837.png,0
graph857.png,0
graph165.png,1
graph2674.png,1
graph2.png,0
graph76.png,0
graph1735.png,0
graph3459.png,0
graph169.png,1
graph766.png,0
graph1771.png,0
graph3559.png,1
graph1048.png,0
graph1618.png,1
graph3246.png,0
graph2321.png,0
graph167.png,1
graph17.png,1
graph3574.png,1
graph1891.png,0
graph2671.png,0
graph2679.png,1
graph3709.png,0
graph166.png,1
graph3572.png,1
graph1419.png,0
graph3768.png,0
graph391.png,1
graph869.png,0
graph168.png,1
graph3563.png,1
graph251.png,0
graph1415.png,0
graph1434.png,0
graph594.png,0
graph20.png,1
graph3849.png,0
graph406.png,0
graph2805.png,0
graph1960.png,0
graph1626.png,1
graph3031.png,0
graph3902.png,1
graph1578.png,0
graph2622.png,0
graph1624.png,1
graph2405.png,0
graph904.png,0
graph325.png,0
graph3499.png,0
graph1291.png,0
graph552.png,1
graph388.png,1
graph1640.png,0
graph2985.png,0
graph3412.png,0
graph1956.png,0
graph555.png,1
graph395.png,1
graph2813.png,0
graph661.png,0
graph3560.png,1
graph1966.png,0
graph2485.png,0
graph553.png,1
graph3320.png,0
graph558.png,1
graph1641.png,0
graph237.png,0
graph2162.png,0
graph2682.png,1
graph11.png,1
graph3061.png,0
graph2023.png,1
graph3899.png,1
graph12.png,1
graph1148.png,0
graph3556.png,1
graph3352.png,0
graph843.png,0
graph2681.png,1
graph1198.png,0
graph2482.png,0
graph1742.png,0
graph862.png,0
graph556.png,1
graph3284.png,0
graph2017.png,1
graph174.png,1
graph944.png,0
graph175.png,1
graph389.png,1
graph392.png,1
graph2860.png,0
graph3573.png,1
graph551.png,1
graph1623.png,1
graph21.png,1
graph1620.png,1
graph3873.png,0
graph3896.png,1
graph3580.png,0
graph256.png,0
graph2018.png,1
graph2911.png,0
graph3615.png,0
graph2019.png,1
graph3571.png,1
graph1155.png,0
graph748.png,0
graph560.png,1
graph3900.png,1
graph1576.png,0
graph3375.png,0
graph3901.png,1
graph3361.png,0
graph173.png,1
graph1619.png,1
graph1625.png,1
graph2539.png,0
graph2673.png,1
graph3898.png,1
graph3220.png,0
graph1243.png,0
graph172.png,1
graph2678.png,1
graph1617.png,1
graph2656.png,0
graph3566.png,1
graph3562.png,1
graph139.png,0
graph1677.png,0
graph2022.png,1
graph3212.png,0
graph3903.png,1
graph3557.png,1
graph1878.png,0
